"Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"JGCB11 SA6","M0435",0,0.3,0.15,0.74,3.94,0.029
"JGCB11 SA6","M0435",0.3,0.6,0.45,0.79,3.18,0.025
"RKBEA16 P1","M0436",0,0.15,0.075,1.14,0.93,0.011
"RKBEA16 P1","M0436",0.15,0.3,0.225,1.12,0.99,0.011
"RKBEA16 P1","M0436",0.3,0.5,0.4,0.92,0.88,0.008
"RKBEA16 P1","M0436",0.5,0.98,0.74,0.88,1.29,0.011
"RKBEA16 S1","M0437",0,0.15,0.075,0.79,1.36,0.011
"RKBEA16 S1","M0437",0.15,0.3,0.225,1.21,0.74,0.009
"RKBEA16 S1","M0437",0.3,0.5,0.4,1.17,0.85,0.01
"RKBEA16 S1","M0437",0.5,1,0.75,0.97,0.8,0.008
"RKBEA16 S1","M0437",1,1.85,1.425,1.22,0.55,0.007
"RKBEA16 S2","M0438",0,0.15,0.075,0.82,1.64,0.013
"RKBEA16 S2","M0438",0.15,0.3,0.225,0.86,1.41,0.012
"RKBEA16 S2","M0438",0.3,0.5,0.4,0.86,1.18,0.01
"RKBEA16 S2","M0438",0.5,1,0.75,0.81,1.29,0.01
"RKBEA16 S2","M0438",1,1.62,1.31,0.89,1.19,0.011
"RKBEA16 S3","M0439",0,0.15,0.075,0.82,1.44,0.012
"RKBEA16 S3","M0439",0.15,0.3,0.225,0.86,1.83,0.016
"RKBEA16 S3","M0439",0.3,0.5,0.4,0.9,1.43,0.013
"RKBEA16 S3","M0439",0.5,1,0.75,0.86,1.48,0.013
"RKBEA16 S3","M0439",1,1.89,1.445,0.88,1.39,0.012
"RKBEA16 D1","M0440",0,0.15,0.075,0.82,1.23,0.01
"RKBEA16 D1","M0440",0.15,0.3,0.225,0.88,1.05,0.009
"RKBEA16 D1","M0440",0.3,0.5,0.4,1.13,0.96,0.011
"RKBEA16 D1","M0440",0.5,1,0.75,1.14,0.93,0.011
"RKBEA16 D1","M0440",1,1.38,1.19,0.82,1.34,0.011
"RKBEA16 D2","M0441",0,0.15,0.075,0.97,1.62,0.016
"RKBEA16 D2","M0441",0.15,0.3,0.225,0.96,1.36,0.013
"RKBEA16 D2","M0441",0.3,0.5,0.4,0.94,1.44,0.014
"RKBEA16 D2","M0441",0.5,1,0.75,0.91,1.52,0.014
"RKBEA16 D2","M0441",1,1.12,1.06,1.12,1,0.011
"AJH09 Site 1","M0442",0,0.2,0.1,0.96,2.99,0.029
"AJH09 Site 2","M0443",0,0.2,0.1,0.54,8.72,0.047
"BST14 Pedada Seaward","M0444",0,0.5,0.25,0.95,1.74,0.017
"BST14 Pedada Seaward","M0444",0.5,1.5,1,1.17,0.83,0.01
"BST14 Pedada Interior","M0445",0,0.5,0.25,0.66,2.23,0.015
"BST14 Pedada Interior","M0445",0.5,1.5,1,1.33,0.45,0.006
"BST14 Pedada Landward","M0446",0,0.5,0.25,1.02,1.4,0.014
"BST14 Pedada Landward","M0446",0.5,1.5,1,1.03,1.34,0.014
"BST14 Bugtong-ato Seaward","M0447",0,0.5,0.25,0.61,3.95,0.024
"BST14 Bugtong-ato Seaward","M0447",0.5,1.5,1,0.73,3.29,0.024
"BST14 Bugtong-ato Interior","M0448",0,0.5,0.25,0.64,4.06,0.026
"BST14 Bugtong-ato Interior","M0448",0.5,1.5,1,0.73,2.46,0.018
"BST14 Bugtong-ato Landward","M0449",0,0.5,0.25,0.7,2.48,0.017
"BST14 Bugtong-ato Landward","M0449",0.5,1.5,1,1.18,0.82,0.01
"BH02 Site 1","M0452",0,0.2,0.1,0.78,3.34,0.026
"BH02 Site 1","M0452",0.2,0.4,0.3,0.76,3.68,0.028
"BH02 Site 2","M0453",0,0.2,0.1,0.83,2.69,0.022
"BH02 Site 2","M0453",0.2,0.4,0.3,0.85,2.55,0.022
"BH02 Site 3","M0454",0,0.2,0.1,0.99,1.51,0.015
"BH02 Site 3","M0454",0.2,0.4,0.3,1.07,1.16,0.012
"BH02 Site 4","M0455",0,0.2,0.1,1.06,1.22,0.013
"BH02 Site 4","M0455",0.2,0.4,0.3,1.14,0.92,0.011
"BH02 Site 5","M0456",0,0.2,0.1,1.19,0.79,0.009
"BH02 Site 5","M0456",0.2,0.4,0.3,1.22,0.71,0.009
"QHL05 Site 1","M0457",0,0.15,0.075,1.34,0.44,0.006
"QHL05 Site 1","M0457",0.15,0.3,0.225,1.34,0.44,0.006
"QHL05 Site 1","M0457",0.3,0.4,0.35,1.34,0.44,0.006
"QHL05 Site 2","M0458",0,0.15,0.075,1.32,0.96,0.013
"QHL05 Site 2","M0458",0.15,0.3,0.225,1.13,0.96,0.011
"QHL05 Site 2","M0458",0.3,0.4,0.35,1.13,0.96,0.011
"QHL05 Site 3","M0459",0,0.15,0.075,0.84,1.99,0.017
"QHL05 Site 3","M0459",0.15,0.3,0.225,0.91,1.99,0.018
"QHL05 Site 3","M0459",0.3,0.4,0.35,0.91,1.99,0.018
"QHL05 Site 4","M0460",0,0.15,0.075,0.8,3.07,0.025
"QHL05 Site 4","M0460",0.15,0.3,0.225,0.89,3.07,0.027
"QHL05 Site 4","M0460",0.3,0.4,0.35,0.8,3.07,0.025
"QHL05 Site 5","M0461",0,0.15,0.075,0.84,2.48,0.021
"QHL05 Site 5","M0461",0.15,0.3,0.225,0.96,2.48,0.024
"QHL05 Site 5","M0461",0.3,0.4,0.35,0.85,2.48,0.021
"QHL05 Site 6","M0462",0,0.15,0.075,0.89,2.93,0.026
"QHL05 Site 6","M0462",0.15,0.3,0.225,0.79,2.93,0.023
"QHL05 Site 6","M0462",0.3,0.4,0.35,0.81,2.93,0.024
"ZL98 Cauputou","M0450",0,0.2,0.1,0.87,2.33,0.02
"ZL98 Cauputou","M0450",0.2,0.4,0.3,0.88,2.29,0.02
"ZL98 Cauputou","M0450",0.4,1,0.7,1.14,0.94,0.011
"ZL98 Dongyu","M0451",0,0.2,0.1,1.14,0.94,0.011
"ZL98 Dongyu","M0451",0.2,0.4,0.3,1.1,1.07,0.012
"ZL98 Dongyu","M0451",0.4,1,0.7,1.11,1.03,0.011
"MLL08 Site 1 ","M0463",0,0.2,0.1,1.34,0.43,0.006
"MLL08 Site 2","M0464",0,0.2,0.1,1.06,1.2,0.013
"MLL08 Site 3","M0465",0,0.2,0.1,1.19,0.77,0.009
"MLL08 Site 4","M0466",0,0.2,0.1,1.41,0.3,0.004
"MLL08 Site 5","M0467",0,0.2,0.1,1.38,0.37,0.005
"MLL08 Site 6","M0468",0,0.2,0.1,1.26,0.6,0.008
"MLL08 Site 7","M0469",0,0.2,0.1,1.12,1,0.011
"MLL08 Site 8","M0470",0,0.2,0.1,1,1.49,0.015
"MLL08 Site 9","M0471",0,0.2,0.1,1.16,0.85,0.01
"MLL08 Site 10","M0472",0,0.2,0.1,0.88,2.21,0.02
"MLL08 Site 11","M0473",0,0.2,0.1,0.79,3.15,0.025
"MLL08 Site 12","M0474",0,0.2,0.1,1.1,1.06,0.012
"MLL08 Site 13","M0475",0,0.2,0.1,0.68,5.04,0.034
"MLL08 Site 14","M0476",0,0.2,0.1,0.78,3.38,0.026
"MLL08 Site 15","M0477",0,0.2,0.1,1.05,1.26,0.013
"MLL08 Site 16","M0478",0,0.2,0.1,1.11,1.03,0.011
"ZQH10 Shanyutan Wetland","M0479",0,0.6,0.3,0.93,1.87,0.003
"LZM11 Shenzhen 1","M0480",0,0.2,0.1,0.95,2.66,0.025
"LZM11 Shenzhen 1","M0480",0.2,0.4,0.3,0.96,2.12,0.02
"LZM11 Shenzhen 1","M0480",0.4,0.6,0.5,0.97,1.57,0.015
"LZM11 Shenzhen 1","M0480",0.6,0.8,0.7,1,1.41,0.014
"LZM11 Shenzhen 1","M0480",0.8,1,0.9,1.08,0.58,0.006
"LZM11 Shenzhen 2","M0481",0,0.2,0.1,0.94,2.25,0.021
"LZM11 Shenzhen 2","M0481",0.2,0.4,0.3,0.94,1.88,0.018
"LZM11 Shenzhen 2","M0481",0.4,0.6,0.5,0.98,1.69,0.016
"LZM11 Shenzhen 2","M0481",0.6,0.8,0.7,0.99,1.04,0.01
"LZM11 Shenzhen 2","M0481",0.8,1,0.9,1.05,0.59,0.006
"LZM12 Futian 1","M0482",0,0.1,0.05,0.95,3.98,0.038
"LZM12 Futian 1","M0482",0.1,0.2,0.15,0.95,3.95,0.037
"LZM12 Futian 1","M0482",0.2,0.3,0.25,0.98,3.91,0.038
"LZM12 Futian 1","M0482",0.3,0.4,0.35,0.99,3.81,0.037
"LZM12 Futian 1","M0482",0.4,0.5,0.45,0.99,3.79,0.037
"LZM12 Futian 2","M0483",0,0.1,0.05,0.69,4.89,0.034
"LZM12 Futian 2","M0483",0.1,0.2,0.15,0.7,4.79,0.033
"LZM12 Futian 2","M0483",0.2,0.3,0.25,0.97,4.05,0.039
"LZM12 Futian 2","M0483",0.3,0.4,0.35,0.98,3.87,0.038
"LZM12 Futian 2","M0483",0.4,0.5,0.45,1.24,0.52,0.006
"LZM12 Futian 3","M0484",0,0.1,0.05,0.49,9.88,0.049
"LZM12 Futian 3","M0484",0.1,0.2,0.15,0.5,9.54,0.048
"LZM12 Futian 3","M0484",0.2,0.3,0.25,0.52,9.01,0.047
"LZM12 Futian 3","M0484",0.3,0.4,0.35,0.56,8.05,0.045
"LZM12 Futian 3","M0484",0.4,0.5,0.45,0.58,7.45,0.043
"FHX12 Zhanjiang 1","M0485",0,1,0.5,1.62,0,0.067
"FHX12 Zhanjiang 2","M0486",0,1,0.5,1.62,0,0.037
"FHX12 Zhanjiang 3","M0487",0,1,0.5,1.62,0,0.033
"DCD12 PM2","M0488",0,0.15,0.075,0.29,17.7,0.051
"DCD12 PM2","M0488",0.15,0.3,0.225,0.29,17.7,0.051
"DCD12 PM2","M0488",0.3,0.5,0.4,0.28,20.5,0.057
"DCD12 PM2","M0488",0.5,1,0.75,0.31,19,0.059
"DCD12 PM3","M0489",0,0.15,0.075,0.3,19.5,0.059
"DCD12 PM3","M0489",0.15,0.3,0.225,0.3,19.5,0.059
"DCD12 PM3","M0489",0.3,0.5,0.4,0.28,18.2,0.051
"DCD12 PM3","M0489",0.5,1,0.75,0.3,21.1,0.063
"RKB16 Chismuyo","M0490",0,0.15,0.075,0.74,4.84,0.036
"RKB16 Chismuyo","M0490",0.15,0.3,0.225,0.65,4.83,0.031
"RKB16 Chismuyo","M0490",0.3,0.5,0.4,0.64,4.72,0.03
"RKB16 Chismuyo","M0490",0.5,1,0.75,0.64,6.4,0.041
"RKB16 Chismuyo","M0490",1,2.7,1.85,0.54,5.08,0.027
"RKB16 Isla de Pajaros","M0491",0,0.15,0.075,1.06,1.64,0.017
"RKB16 Isla de Pajaros","M0491",0.15,0.3,0.225,1.02,2.64,0.027
"RKB16 Isla de Pajaros","M0491",0.3,0.5,0.4,0.92,3.77,0.035
"RKB16 Isla de Pajaros","M0491",0.5,1,0.75,0.77,5.45,0.042
"RKB16 Isla de Pajaros","M0491",1,1.82,1.41,0.85,3.44,0.029
"RKB16 San Bernardo","M0492",0,0.15,0.075,0.83,1.78,0.015
"RKB16 San Bernardo","M0492",0.15,0.3,0.225,0.84,1.16,0.01
"RKB16 San Bernardo","M0492",0.3,0.5,0.4,0.75,1.95,0.015
"RKB16 San Bernardo","M0492",0.5,1,0.75,0.94,1.82,0.017
"RKB16 San Bernardo","M0492",1,2,1.5,0.71,1.82,0.013
"RKB16 San Lorenzo","M0493",0,0.15,0.075,0.57,5.42,0.031
"RKB16 San Lorenzo","M0493",0.15,0.3,0.225,0.62,5.97,0.037
"RKB16 San Lorenzo","M0493",0.3,0.5,0.4,0.55,5.58,0.031
"RKB16 San Lorenzo","M0493",0.5,1,0.75,0.54,5.57,0.03
"RKB16 San Lorenzo","M0493",1,1.2,1.1,0.77,3.49,0.027
"RKB16 El Canalito","M0494",0,0.15,0.075,0.08,48.45,0.039
"RKB16 El Canalito","M0494",0.15,0.3,0.225,0.09,42.74,0.038
"RKB16 El Canalito","M0494",0.3,0.5,0.4,0.11,40.01,0.044
"RKB16 El Canalito","M0494",0.5,1,0.75,0.1,40.04,0.04
"RKB16 El Canalito","M0494",1,2.7,1.85,0.14,38.74,0.054
"RKB16 El Marion","M0495",0,0.15,0.075,0.5,9.83,0.049
"RKB16 El Marion","M0495",0.15,0.3,0.225,0.45,8.42,0.038
"RKB16 El Marion","M0495",0.3,0.5,0.4,0.59,7.26,0.043
"RKB16 El Marion","M0495",0.5,1,0.75,1.09,0.85,0.009
"RKB16 El Marion","M0495",1,2.7,1.85,0.66,5.47,0.036
"RKB16 La Diamante","M0496",0,0.15,0.075,0.11,41.08,0.045
"RKB16 La Diamante","M0496",0.15,0.3,0.225,0.13,40.39,0.053
"RKB16 La Diamante","M0496",0.3,0.5,0.4,0.15,37.82,0.057
"RKB16 La Diamante","M0496",0.5,1,0.75,0.14,35.74,0.05
"RKB16 La Diamante","M0496",1,2,1.5,0.2,27.51,0.055
"RKB16 Laguna Quemada","M0497",0,0.15,0.075,0.11,43.79,0.048
"RKB16 Laguna Quemada","M0497",0.15,0.3,0.225,0.11,42.85,0.047
"RKB16 Laguna Quemada","M0497",0.3,0.5,0.4,0.09,42.79,0.039
"RKB16 Laguna Quemada","M0497",0.5,1,0.75,0.1,38.96,0.039
"RKB16 Laguna Quemada","M0497",1,2.4,1.7,0.09,36.25,0.033
"RKB16 Manglon","M0498",0,0.15,0.075,0.1,35.45,0.035
"RKB16 Manglon","M0498",0.15,0.3,0.225,0.1,35.26,0.035
"RKB16 Manglon","M0498",0.3,0.5,0.4,0.1,34.46,0.034
"RKB16 Manglon","M0498",0.5,1,0.75,0.19,24.99,0.047
"RKB16 Manglon","M0498",1,2.35,1.675,0.32,23.75,0.076
"RKB16 Milton Bight","M0499",0,0.15,0.075,0.16,30.22,0.048
"RKB16 Milton Bight","M0499",0.15,0.3,0.225,0.12,29.83,0.036
"RKB16 Milton Bight","M0499",0.3,0.5,0.4,0.29,18.17,0.053
"RKB16 Milton Bight","M0499",0.5,1,0.75,0.7,10.59,0.074
"RKB16 Milton Bight","M0499",1,1.6,1.3,0.6,6.94,0.042
"RKB16 Politily","M0500",0,0.15,0.075,0.39,10.98,0.043
"RKB16 Politily","M0500",0.15,0.3,0.225,0.4,12.13,0.049
"RKB16 Politily","M0500",0.3,0.5,0.4,0.39,8.59,0.034
"RKB16 Politily","M0500",0.5,1,0.75,0.38,10.65,0.04
"RKB16 Politily","M0500",1,2.7,1.85,0.78,3.62,0.028
"RKB16 West End","M0501",0,0.15,0.075,0.43,11.63,0.05
"RKB16 West End","M0501",0.15,0.3,0.225,0.88,2.71,0.024
"RKB16 West End","M0501",0.3,0.5,0.4,1.11,1.65,0.018
"RKB16 West End","M0501",0.5,1,0.75,1,1.45,0.015
"RKB16 West End","M0501",1,1.78,1.39,0.94,2.38,0.022
"RKB16 The Bight","M0502",0,0.15,0.075,0.22,21.03,0.046
"RKB16 The Bight","M0502",0.15,0.3,0.225,0.21,21.3,0.045
"RKB16 The Bight","M0502",0.3,0.5,0.4,0.2,20.45,0.041
"RKB16 The Bight","M0502",0.5,1,0.75,0.2,18.8,0.038
"RKB16 The Bight","M0502",1,2.7,1.85,0.2,15.58,0.031
"RKB16 Big Bight","M0503",0,0.15,0.075,0.18,33.38,0.06
"RKB16 Big Bight","M0503",0.15,0.3,0.225,0.19,30.45,0.058
"RKB16 Big Bight","M0503",0.3,0.5,0.4,0.2,26.08,0.052
"RKB16 Big Bight","M0503",0.5,1,0.75,0.18,26.67,0.048
"RKB16 Big Bight","M0503",1,2.7,1.85,0.21,18.2,0.038
"RKB16 Iron Bound","M0504",0,0.15,0.075,0.18,31.33,0.056
"RKB16 Iron Bound","M0504",0.15,0.3,0.225,0.22,27.69,0.061
"RKB16 Iron Bound","M0504",0.3,0.5,0.4,0.22,23.46,0.052
"RKB16 Iron Bound","M0504",0.5,1,0.75,0.3,17.58,0.053
"RKB16 Iron Bound","M0504",1,1.48,1.24,0.41,6.12,0.025
"RKB16 Western Path","M0505",0,0.15,0.075,0.21,32.05,0.067
"RKB16 Western Path","M0505",0.15,0.3,0.225,0.2,28.17,0.056
"RKB16 Western Path","M0505",0.3,0.5,0.4,0.2,21.17,0.042
"RKB16 Western Path","M0505",0.5,1,0.75,0.19,21.24,0.04
"RKB16 Western Path","M0505",1,2.6,1.8,0.21,18.69,0.039
"RKB16 Oyster Bed","M0506",0,0.15,0.075,0.2,37.97,0.076
"RKB16 Oyster Bed","M0506",0.15,0.3,0.225,0.21,36.95,0.078
"RKB16 Oyster Bed","M0506",0.3,0.5,0.4,0.19,33.54,0.064
"RKB16 Oyster Bed","M0506",0.5,1,0.75,0.19,34.87,0.066
"RKB16 Oyster Bed","M0506",1,2.7,1.85,0.18,29.65,0.053
"RKB16 Turtle Harbor","M0507",0,0.15,0.075,0.16,27.88,0.045
"RKB16 Turtle Harbor","M0507",0.15,0.3,0.225,0.18,26.11,0.047
"RKB16 Turtle Harbor","M0507",0.3,0.5,0.4,0.17,22.13,0.038
"RKB16 Turtle Harbor","M0507",0.5,1,0.75,0.21,18.57,0.039
"RKB16 Turtle Harbor","M0507",1,1.4,1.2,0.65,6.14,0.04
"HR08 Native Plantation","M0508",0,0.2,0.1,1.15,0.9,0.01
"HR08 Natural Forest","M0509",0,0.2,0.1,0.91,2.01,0.018
"HR08 4-year Exotic Plantation","M0510",0,0.2,0.1,1.26,0.62,0.008
"HR08 5-year Exotic Plantation","M0511",0,0.2,0.1,1.24,0.65,0.008
"HR08 8-year Exotic Plantation","M0512",0,0.2,0.1,1.1,1.06,0.012
"HR08 10-year Exotic Plantation","M0513",0,0.2,0.1,1.06,1.23,0.013
"RHB16 Whangateau","M0514",0,0.1,0.05,1.62,0,0.015
"RHB16 Whangateau","M0514",0.1,0.2,0.15,1.62,0,0.003
"RHB16 Whangateau","M0514",0.2,0.3,0.25,1.62,0,0.005
"RHB16 Whangateau","M0514",0.3,0.4,0.35,1.62,0,0.002
"RHB16 Whangateau","M0514",0.4,0.5,0.45,1.62,0,0.003
"RHB16 Whangateau","M0514",0.5,0.6,0.55,1.62,0,0.003
"RHB16 Whangateau","M0514",0.6,0.7,0.65,1.62,0,0.004
"RHB16 Whangateau","M0514",0.7,0.8,0.75,1.62,0,0.006
"RHB16 Whangateau","M0514",0.8,0.9,0.85,1.62,0,0.005
"RHB16 Whangateau","M0514",0.9,1,0.95,1.62,0,0.003
"RHB16 Bayswater","M0515",0,0.1,0.05,1.62,0,0.015
"RHB16 Bayswater","M0515",0.1,0.2,0.15,1.62,0,0.019
"RHB16 Bayswater","M0515",0.2,0.3,0.25,1.62,0,0.013
"RHB16 Bayswater","M0515",0.3,0.4,0.35,1.62,0,0.01
"RHB16 Bayswater","M0515",0.4,0.5,0.45,1.62,0,0.008
"RHB16 Bayswater","M0515",0.5,0.6,0.55,1.62,0,0.008
"RHB16 Bayswater","M0515",0.6,0.7,0.65,1.62,0,0.006
"RHB16 Bayswater","M0515",0.7,0.8,0.75,1.62,0,0.008
"RHB16 Bayswater","M0515",0.8,0.9,0.85,1.62,0,0.009
"RHB16 Bayswater","M0515",0.9,1,0.95,1.62,0,0.01
"RHB16 Mangere","M0516",0,0.1,0.05,1.62,0,0.016
"RHB16 Mangere","M0516",0.1,0.2,0.15,1.62,0,0.016
"RHB16 Mangere","M0516",0.2,0.3,0.25,1.62,0,0.011
"RHB16 Mangere","M0516",0.3,0.4,0.35,1.62,0,0.011
"RHB16 Mangere","M0516",0.4,0.5,0.45,1.62,0,0.01
"RHB16 Mangere","M0516",0.5,0.6,0.55,1.62,0,0.01
"RHB16 Mangere","M0516",0.6,0.7,0.65,1.62,0,0.009
"RHB16 Mangere","M0516",0.7,0.8,0.75,1.62,0,0.008
"RHB16 Mangere","M0516",0.8,0.9,0.85,1.62,0,0.009
"RHB16 Mangere","M0516",0.9,1,0.95,1.62,0,0.009
"RHB16 Whangamata","M0517",0,0.1,0.05,1.62,0,0.019
"RHB16 Whangamata","M0517",0.1,0.2,0.15,1.62,0,0.006
"RHB16 Whangamata","M0517",0.2,0.3,0.25,1.62,0,0.007
"RHB16 Whangamata","M0517",0.3,0.4,0.35,1.62,0,0.003
"RHB16 Whangamata","M0517",0.4,0.5,0.45,1.62,0,0.002
"RHB16 Whangamata","M0517",0.5,0.6,0.55,1.62,0,0.003
"RHB16 Whangamata","M0517",0.6,0.7,0.65,1.62,0,0.004
"RHB16 Whangamata","M0517",0.7,0.8,0.75,1.62,0,0.006
"RHB16 Whangamata","M0517",0.8,0.9,0.85,1.62,0,0.005
"RHB16 Whangamata","M0517",0.9,1,0.95,1.62,0,0.003
"IEU97 Supratidal","M0518",0,0.3,0.15,0.93,4.2,0.039
"IEU97 Hinterland","M0519",0,0.3,0.15,0.88,5.8,0.051
"IEU97 Distributary","M0520",0,0.3,0.15,0.73,9.4,0.069
"IEU16 Tidal Creek","M0521",0,0.3,0.15,0.7,9.6,0.067
"RKR10 Core B","M0522",0,0.03,0.015,1.06,1.21,0.013
"RKR10 Core B","M0522",0.03,0.06,0.045,1.05,1.23,0.013
"RKR10 Core B","M0522",0.06,0.09,0.075,1.01,1.43,0.014
"RKR10 Core B","M0522",0.09,0.12,0.105,1.01,1.41,0.014
"RKR10 Core B","M0522",0.12,0.15,0.135,0.96,1.66,0.016
"RKR10 Core B","M0522",0.15,0.18,0.165,0.96,1.71,0.016
"RKR10 Core B","M0522",0.18,0.21,0.195,0.94,1.79,0.017
"RKR10 Core B","M0522",0.21,0.24,0.225,0.96,1.71,0.016
"RKR10 Core B","M0522",0.24,0.27,0.255,0.92,1.96,0.018
"RKR10 Core B","M0522",0.27,0.3,0.285,0.95,1.77,0.017
"RKR10 Core B","M0522",0.3,0.33,0.315,0.94,1.79,0.017
"RKR10 Core B","M0522",0.33,0.36,0.345,1.01,1.42,0.014
"RKR10 Core B","M0522",0.36,0.39,0.375,1.11,1.02,0.011
"RKR10 Core B","M0522",0.39,0.42,0.405,1.21,0.72,0.009
"RKR10 Core B","M0522",0.42,0.45,0.435,1.31,0.5,0.007
"RKR10 Core C","M0523",0,0.03,0.015,0.95,1.78,0.017
"RKR10 Core C","M0523",0.03,0.06,0.045,1,1.49,0.015
"RKR10 Core C","M0523",0.06,0.09,0.075,1.03,1.33,0.014
"RKR10 Core C","M0523",0.09,0.12,0.105,1.03,1.35,0.014
"RKR10 Core C","M0523",0.12,0.15,0.135,1.02,1.4,0.014
"RKR10 Core C","M0523",0.15,0.18,0.165,0.99,1.53,0.015
"RKR10 Core C","M0523",0.18,0.21,0.195,1.09,1.09,0.012
"RKR10 Core C","M0523",0.21,0.24,0.225,1.03,1.32,0.014
"RKR10 Core C","M0523",0.24,0.27,0.255,1,1.48,0.015
"RKR10 Core C","M0523",0.27,0.3,0.285,1.07,1.17,0.012
"RKR10 Core C","M0523",0.3,0.33,0.315,1.05,1.24,0.013
"RKR10 Core C","M0523",0.33,0.36,0.345,1.05,1.25,0.013
"RKR10 Core C","M0523",0.36,0.39,0.375,1.09,1.09,0.012
"RKR10 Core C","M0523",0.39,0.42,0.405,1.13,0.96,0.011
"RKR10 Core C","M0523",0.42,0.45,0.435,1.14,0.93,0.011
"RKR10 Core C","M0523",0.45,0.48,0.465,1.22,0.72,0.009
"RKR10 Core C","M0523",0.48,0.51,0.495,1.16,0.86,0.01
"RKR10 Core D","M0524",0,0.03,0.015,1.54,0.11,0.002
"RKR10 Core D","M0524",0.03,0.06,0.045,1.55,0.1,0.002
"RKR10 Core D","M0524",0.06,0.09,0.075,1.55,0.1,0.002
"RKR10 Core D","M0524",0.09,0.12,0.105,1.56,0.08,0.001
"RKR10 Core D","M0524",0.12,0.15,0.135,1.55,0.09,0.001
"RKR10 Core D","M0524",0.15,0.18,0.165,1.1,1.06,0.012
"RKR10 Core D","M0524",0.18,0.21,0.195,0.98,1.58,0.015
"RKR10 Core D","M0524",0.21,0.24,0.225,0.94,1.81,0.017
"RKR10 Core D","M0524",0.24,0.27,0.255,0.99,1.54,0.015
"RKR10 Core D","M0524",0.27,0.3,0.285,1.18,0.82,0.01
"RKR10 Core D","M0524",0.3,0.33,0.315,1.17,0.84,0.01
"RKR10 Core D","M0524",0.33,0.36,0.345,1.13,0.96,0.011
"RKR10 Core D","M0524",0.36,0.39,0.375,1.01,1.42,0.014
"RKR10 Core D","M0524",0.39,0.42,0.405,0.99,1.53,0.015
"RKR10 Core D","M0524",0.42,0.45,0.435,0.95,1.77,0.017
"RKR10 Core D","M0524",0.45,0.48,0.465,1.01,1.45,0.015
"RKR10 Core D","M0524",0.48,0.51,0.495,1.01,1.43,0.014
"RKR10 Core D","M0524",0.51,0.54,0.525,0.99,1.54,0.015
"RKR10 Core D","M0524",0.54,0.57,0.555,1.09,1.11,0.012
"RKR10 Core D","M0524",0.57,0.6,0.585,1.12,1,0.011
"RKR10 Core D","M0524",0.6,0.63,0.615,1.14,0.92,0.011
"RKR10 Core D","M0524",0.63,0.66,0.645,1.16,0.86,0.01
"RKR10 Core D","M0524",0.66,0.69,0.675,1.19,0.78,0.009
"RKR10 Core D","M0524",0.69,0.72,0.705,1.16,0.86,0.01
"RKR10 Core D","M0524",0.72,0.75,0.735,1.21,0.74,0.009
"RKR10 Core D","M0524",0.75,0.78,0.765,1.15,0.9,0.01
"RKR10 Core D","M0524",0.78,0.81,0.795,1.22,0.7,0.009
"FHG16 M1","M0525",0,0.1,0.05,0.72,4.27,0.031
"FHG16 M1","M0525",0.1,0.2,0.15,0.59,7.18,0.042
"FHG16 M1","M0525",0.2,0.3,0.25,0.61,6.68,0.041
"FHG16 M1","M0525",0.3,0.4,0.35,0.5,9.54,0.048
"FHG16 M2","M0526",0,0.1,0.05,0.74,3.9,0.029
"FHG16 M2","M0526",0.1,0.2,0.15,0.66,5.54,0.036
"FHG16 M2","M0526",0.2,0.3,0.25,0.59,7.18,0.042
"FHG16 M3","M0527",0,0.1,0.05,0.57,7.57,0.043
"FHG16 M3","M0527",0.1,0.2,0.15,0.51,9.47,0.048
"FHG16 M4","M0528",0,0.1,0.05,0.62,6.49,0.04
"FHG16 M4","M0528",0.1,0.2,0.15,0.55,8.1,0.045
"FHG16 M4","M0528",0.2,0.3,0.25,0.63,6.27,0.039
"FHG16 M5","M0529",0,0.1,0.05,0.6,6.96,0.042
"FHG16 M5","M0529",0.1,0.2,0.15,0.65,5.83,0.038
"KF99 B1","M0530",0,1.2,0.6,0.22,29.7,0.064
"KF99 B1","M0530",1.2,1.4,1.3,0.21,23.06,0.047
"KF99 B1","M0530",1.4,1.75,1.575,0.25,20.81,0.052
"KF99 B1","M0530",1.75,1.9,1.825,0.26,19.77,0.051
"KF99 B1","M0530",1.9,2.4,2.15,0.1,19.66,0.019
"KF99 B1","M0530",2.4,2.78,2.59,0.18,17.82,0.031
"KF99 B1","M0530",2.78,2.9,2.84,0.18,20.19,0.036
"KF99 B1","M0530",2.9,3.4,3.15,0.34,15.79,0.053
"KF99 B1","M0530",3.4,3.65,3.525,0.33,15.59,0.051
"KF99 B2","M0531",0,0.3,0.15,0.17,31.64,0.054
"KF99 B2","M0531",0.3,0.7,0.5,0.19,26.97,0.05
"KF99 B2","M0531",0.7,1.1,0.9,0.22,26.79,0.059
"KF99 B2","M0531",1.1,1.4,1.25,0.32,22.42,0.071
"KF99 B2","M0531",1.4,2.4,1.9,0.28,23.28,0.065
"KF99 B2","M0531",2.4,2.6,2.5,0.26,20.69,0.054
"KF99 B2","M0531",2.6,3.47,3.035,0.31,20.26,0.062
"KF99 P1","M0532",0,0.05,0.025,0.43,11.46,0.05
"KF99 P1","M0532",0.05,1.1,0.575,0.19,36.49,0.068
"GNA14 Site 1","M0533",0,0.15,0.075,1.62,0,0.04
